,BrandName,ProductName,ProductMRP,ProductSellingPrice,ProductRating,ProductRatingCount,Category,CategoryByGender,UserSatisfactionLevel
1088,Plum,Set Of 2 Eau De Parfum - 15 ml, 640, 448,4.5,196,Perfume,Unisex,Great Product
1089,Marks & Spencer,White Coconut EDT - 100 ml,0,0,3.8,27,Perfume,Unisex,Good Choice
1090,Carolina Herrera,Very Good Girl Eau De Parfum,0,0,4.3,0,Perfume,Unisex,Great Product
1091,Ajmal,4-Pcs Perfume Gift Set- 20 ml, 1299, 1000,4.4,83,Perfume,Unisex,Great Product
1092,Ajmal,Unisex Eau De Parfum 100 ml, 1500, 600,4.2,981,Perfume,Unisex,Great Product
1093,Prada,Women La Femme Leau EDT- 100ml, 12000, 9600,4.6,13,Perfume,Unisex,Excellent
1094,FRENCH ESSENCE,Bloom & Oudh Eau De Parfum, 599, 329,4.3,940,Perfume,Unisex,Great Product
1095,GUESS,Amore Capri EDT - 100 ml, 5900, 2360,4.2,135,Perfume,Unisex,Great Product
1096,Lancome,Women Idole Now Eau Da Parfum, 6800, 6120,4.7,45,Perfume,Unisex,Excellent
1097,Arabian Aroma,Unisex 3 Pcs Perfume -30 ml, 1499, 644,4.3,279,Perfume,Unisex,Great Product
1098,Marks & Spencer,Spiced Bergamot Eau De Toilette 30ml,0,0,4.3,219,Perfume,Unisex,Great Product
1099,Yves Saint Laurent,Women Libre Flowers & Flames,0,0,4.7,15,Perfume,Unisex,Excellent
1100,THE ORDINARY,Glycolic Acid 7% Toner - 240ml,0,0,4.7,139,Skincare,Women,Excellent
1101,Ponds,Youthful Miracle Day Cream, 899, 404,4.5,6400,Skincare,Women,Great Product
1102,deconstruct,Gel Sunscreen-SPF 55+ 50g, 349, 314,4.5,28300,Skincare,Women,Great Product
1103,Plum,Niacinamide Toner 150 ml, 440, 369,4.5,49900,Skincare,Women,Great Product
1104,CeraVe,Moisturizing Cream - 454 g, 1800, 1620,4.6,183,Skincare,Women,Excellent
1105,Nivea,Set of 2 Lip Balm, 350, 185,4.6,3300,Skincare,Women,Excellent
1106,Nivea,Dry Skin Body Lotion 400 ml, 550, 264,4.6,33900,Skincare,Women,Excellent
1107,Olay,Retinol24 Max Night Cream 50g, 2199, 945,4.6,345,Skincare,Women,Excellent
1108,Dabur,Set of 3 Gulabari Rose Water, 405, 222,4.6,5600,Skincare,Women,Excellent
1109,Chemist at Play,Skin Brightening Roll On, 349, 314,4.3,2000,Skincare,Women,Great Product
1110,Olay,Retinol 24 Night Cream 50g, 1999, 839,4.6,3400,Skincare,Women,Excellent
1111,DOT & KEY,Vitamin C+E Sunscreen- SPF 50, 445, 387,4.5,26600,Skincare,Women,Great Product
1112,FoxTale,Brightening SPF 50 Sunscreen, 349, 279,4.5,8800,Skincare,Women,Great Product
1113,THE ORDINARY,Saccharomyces Milky Toner,0,0,4.3,0,Skincare,Women,Great Product
1114,Lakme,Sun Expert UV Lotion, 625, 393,4.4,16200,Skincare,Women,Great Product
1115,Minimalist,SPF 50 PA++++ Sunscreen, 399, 379,4.4,39800,Skincare,Women,Great Product
1116,Olay,Natural Aura Day Cream 40g, 199, 159,4.5,10300,Skincare,Women,Great Product
1117,Vaseline,Aloe Fresh Body Lotion 400 ml, 540, 351,4.5,6300,Skincare,Women,Great Product
1118,SunScoop,Niacinamide Sunscreen - 45 ml, 449, 318,4.6,316,Skincare,Women,Excellent
1119,Lakme,Women Brightening Creme 50 g, 399, 175,4.4,26500,Skincare,Women,Great Product
1120,Nivea,SPF 15 Body Lotion - 400 ml, 550, 302,4.5,18200,Skincare,Women,Great Product
1121,Plum,BodyLovin Body Lotion - 400 ml, 475, 356,4.7,5200,Skincare,Women,Excellent
1122,THE ORDINARY,Multi-Active Delivery Essence,0,0,4.3,0,Skincare,Women,Great Product
1123,DOT & KEY,Watermelon Sunscreen SPF50, 445, 387,4.5,15200,Skincare,Women,Great Product
1124,Ponds,Oil-Free Super Light Gel, 780, 288,4.7,5700,Skincare,Women,Excellent
1125,Chemist at Play,Daily Exfoliating Body Wash, 399, 339,4.6,12900,Skincare,Women,Excellent
1126,Vaseline,Cocoa Glow Body Lotion 600 ml, 760, 311,4.6,10300,Skincare,Women,Excellent
1127,Hyphen,All I Need SPF 50 Sunscreen, 449, 422,4.4,3500,Skincare,Women,Great Product
1128,Lakme,Sun Expert Tint Hint Sunscreen, 625, 262,4.5,15100,Skincare,Women,Great Product
1129,Chemist at Play,Bright Boost SPF Body Lotion, 549, 450,4.8,12,Skincare,Women,Excellent
1130,DOT & KEY,Skin Care Watermelon Sunscreen, 595, 499,4.6,4900,Skincare,Women,Excellent
1131,Olay,Super Collagen-Peptides Cream, 1999, 999,4.8,175,Skincare,Women,Excellent
1132,WishCare,Niacinamide Fluid Sunscreen, 499, 399,4.6,4700,Skincare,Women,Excellent
1133,Vaseline,Healthy Bright Body Lotion, 540, 226,4.5,14300,Skincare,Women,Great Product
1134,Olay,7 In One Day Cream SPF 15 50g, 949, 474,4.6,8000,Skincare,Women,Excellent
1135,Blue Heaven,Jelly & Butter Lip Balm- 3.2 g, 200, 134,4.5,11800,Skincare,Women,Great Product
1136,DR. SHETHS,SPF 50+ Sunscreen, 499, 439,4.5,6600,Skincare,Women,Great Product
1137,M.A.C,Mini Strobe Cream - Pinklite,0,0,4.6,3900,Skincare,Women,Excellent
1138,DOT & KEY,Barrier Repair Sunscreen, 445, 387,4.6,5100,Skincare,Women,Excellent
1139,DOT & KEY,Strawberry Dew Sunscreen - 02, 549, 488,4.6,1400,Skincare,Women,Excellent
1140,Dabur,Set of 3 Gulabari Rose Water, 510, 234,4.5,977,Skincare,Women,Great Product
1141,The Derma co.,1% Hyaluronic Sunscreen 30g, 299, 284,4.4,9100,Skincare,Women,Great Product
1142,Nivea,Lip Balm Blackberry Shine 4.8g, 260, 145,4.6,16700,Skincare,Women,Excellent
1143,Olay,Total Effects Night Cream 50g, 949, 474,4.6,2500,Skincare,Women,Excellent
1144,MCaffeine,Escape Perfume Body Lotion, 499, 299,4.5,1800,Skincare,Women,Great Product
1145,Dermatouch,Multivitamin SPF50 Sunscreen, 299, 209,4.4,832,Skincare,Women,Great Product
1146,CeraVe,Oil Control Moisturizer -52 ml, 1200, 1020,4.6,137,Skincare,Women,Excellent
1147,Vaseline,Intensive Care Body Lotion, 685, 376,4.6,17900,Skincare,Women,Excellent
1148,The Derma co.,1% Hyaluronic Sunscreen Gel, 499, 399,4.3,251,Skincare,Women,Great Product
1149,Lakme,Skin Lightening Light Creme, 575, 258,4.4,7300,Skincare,Women,Great Product
1150,HRX by Hrithik Roshan,Colourblocked Tracksuit, 3699, 1331,4.0,360,SportsCloth,Women,Good Choice
1151,HRX by Hrithik Roshan,Rapid-Dry Running Jacket, 1799, 773,4.2,52,SportsCloth,Women,Great Product
1152,Blissclub,Ultimate Tights with Pockets, 2299, 1399,4.6,4600,SportsCloth,Women,Excellent
1153,HRX by Hrithik Roshan,Pack of 3 Ankle Sports Socks, 1099, 274,4.5,1800,SportsCloth,Women,Great Product
1154,BLUE TYGA,Solid Hooded Sunscreen Jacket, 2999, 1299,4.3,359,SportsCloth,Women,Great Product
1155,CULT,Printed Ankle-Length Tights, 2499, 1449,4.6,191,SportsCloth,Women,Excellent
1156,ATHLISIS,Training or Gym Sporty Jacket, 2849, 883,4.6,1500,SportsCloth,Women,Excellent
1157,Puma,Cotton Outdoor Sporty Jacket, 4299, 1504,4.5,304,SportsCloth,Women,Great Product
1158,CAVA,Tall Hourglass Flared Tights, 2199, 1429,4.6,116,SportsCloth,Women,Excellent
1159,IMPERATIVE,Women Dry-Fit Gym Tights, 1499, 499,4.1,1800,SportsCloth,Women,Great Product
1160,CUKOO,Women Padded Halter Neck Swimming Dress, 2599, 999,4.4,271,SportsCloth,Women,Great Product
1161,CULT,Women Mesh Panel Tights, 2799, 1595,4.6,312,SportsCloth,Women,Excellent
1162,Domyos By Decathlon,Women Camouflage Sports Shorts, 999, 699,4.4,623,SportsCloth,Women,Great Product
1163,HRX by Hrithik Roshan,Women Training Track pants, 1499, 464,4.2,2400,SportsCloth,Women,Great Product
1164,CULT,Women Printed ComFlex Tights, 2499, 1374,4.3,0,SportsCloth,Women,Great Product
1165,Keepfit,Halter Neck Leg Suit, 2999, 979,4.3,108,SportsCloth,Women,Great Product
1166,N-Gal,Quick Dry Swimming Dress,0,0,4.5,346,SportsCloth,Women,Great Product
1167,Speedo,Printed Endurance10 Swim Dress, 2999, 2699,4.3,28,SportsCloth,Women,Great Product
1168,MEGASKA,Swimming Dress With Shorts, 1799, 995,4.6,16,SportsCloth,Women,Excellent
1169,HRX by Hrithik Roshan,Women Training Tights, 2299, 551,4.3,4800,SportsCloth,Women,Great Product
1170,CULT,High-Rise Tights, 1899, 1044,4.4,166,SportsCloth,Women,Great Product
1171,Keepfit,Women Sleeveless Swim Set, 2999, 979,3.9,430,SportsCloth,Women,Good Choice
1172,Roadster,Hooded Sporty Jacket, 2599, 1013,4.1,175,SportsCloth,Women,Great Product
1173,Triumph,Lightly Padded Sports Bra, 2999, 2399,4.5,109,SportsCloth,Women,Great Product
1174,HRX by Hrithik Roshan,Women Rapid-Dry Track Pants, 1199, 539,4.2,439,SportsCloth,Women,Great Product
1175,Keepfit,Swim Set With Boy Shorts, 2999, 979,4.0,114,SportsCloth,Women,Good Choice
1176,CULT,Women Printed Tights, 2499, 1374,4.3,15,SportsCloth,Women,Great Product
1177,ATHLISIS,Lightweight Gym Sporty Jacket, 2849, 883,4.6,1000,SportsCloth,Women,Excellent
1178,HRX by Hrithik Roshan,Running Rapid-Dry Tshirts, 799, 351,4.5,958,SportsCloth,Women,Great Product
1179,CULT,Ankle-Length Running Tights, 2699, 1484,4.0,7,SportsCloth,Women,Good Choice
1180,HRX by Hrithik Roshan,Women Rapid-Dry Joggers, 1399, 615,4.1,860,SportsCloth,Women,Great Product
1181,HRX by Hrithik Roshan,Colourblocked Tracksuit, 3599, 1115,3.8,189,SportsCloth,Women,Good Choice
1182,Blissclub,Bounce Control Sports Bra, 2999, 1899,4.3,515,SportsCloth,Women,Great Product
1183,Domyos By Decathlon,Women Training or Gym Shorts, 1299, 1199,4.6,98,SportsCloth,Women,Excellent
1184,HRX by Hrithik Roshan,Women Training Shorts, 1599, 639,4.6,5,SportsCloth,Women,Excellent
1185,CULT,Women Performance Cotton Tight, 2299, 1264,4.3,0,SportsCloth,Women,Great Product
1186,MEGASKA,Colourblocked Swimming Dress, 1899, 995,4.2,22,SportsCloth,Women,Great Product
1187,Keepfit,Top With Skirt Swim Set, 3999, 1399,3.7,48,SportsCloth,Women,Good Choice
1188,CULT,Women Printed Tights, 2499, 1374,4.1,15,SportsCloth,Women,Great Product
1189,Puma,ESS Women Logo Leggings, 1499, 674,4.3,489,SportsCloth,Women,Great Product
1190,HRX by Hrithik Roshan,Women Colourblocked Tracksuit, 3899, 1325,3.4,94,SportsCloth,Women,Average
1191,CAVA,Cross Back Sports Bra, 1899, 1234,3.9,12,SportsCloth,Women,Good Choice
1192,HRX by Hrithik Roshan,Women Rapid-Dry Joggers, 1599, 703,4.3,0,SportsCloth,Women,Great Product
1193,UnaOne,Round Neck Cotton Tracksuits, 3999, 1599,4.3,106,SportsCloth,Women,Great Product
1194,CAVA,Petite Hourglass Flared Tights, 2199, 1209,4.4,97,SportsCloth,Women,Great Product
1195,Flingr,Women Dri-FIT Solid T-shirt, 999, 348,4.3,516,SportsCloth,Women,Great Product
1196,JMT Wear,Printed 2 Piece Swim Set, 1599, 847,4.0,44,SportsCloth,Women,Good Choice
1197,CULT,Performance Cotton Black Tight, 2299, 1264,4.3,0,SportsCloth,Women,Great Product
1198,HRX by Hrithik Roshan,Women Rapid-Dry Tights, 1199, 515,4.0,396,SportsCloth,Women,Good Choice
1199,Keepfit,Antibacterial Padded Legsuit, 4499, 1399,3.2,20,SportsCloth,Women,Average
